domain,topic_slug,topic_title,learning_unit_id,learning_unit_title,objective,track,depth,prerequisites,resource_role,provider,resource_title,resource_type,url,exactness,boundary_type,start_timestamp,end_timestamp,video_duration,section_start,section_end,estimated_minutes,estimate_confidence,verification_status,concepts_covered,practice_type,practice_quantity,practice_destination,practice_url,practice_minutes,project,revision_summary
Backend & Databases,db-indexes,Indexes & query plans,db-indexes-core,Indexes & query plans,Explain when an index helps and when it hurts.,CORE,WORKING_KNOWLEDGE,db-sql-select,PRIMARY,SQLite,SQLite: Indexes & query plans,documentation,https://www.sqlite.org/queryplanner.html,EXACT,ARTICLE_SECTION,,,31,queryplanner.html,queryplanner.html,31,MEDIUM,VERIFIED_COVERAGE,db-indexes-indexes-query-plans;db-indexes-when-an-index-helps-and-when-it-hurts,ACTION_CHECKLIST,2,LOCAL_IDE,local,9,,1d→3d→7d→14d→30d adaptive
Backend & Databases,db-transactions,Transactions,db-transactions-core,Transactions,Use BEGIN/COMMIT/ROLLBACK for atomic updates.,CORE,WORKING_KNOWLEDGE,db-sql-select,PRIMARY,SQLite,SQLite: Transactions,documentation,https://www.sqlite.org/lang_transaction.html,EXACT,ARTICLE_SECTION,,,13,lang_transaction.html,lang_transaction.html,13,MEDIUM,VERIFIED_COVERAGE,db-transactions-transactions;db-transactions-begin-commit-rollback-for-atomic-updates,ACTION_CHECKLIST,2,LOCAL_IDE,local,9,,1d→3d→7d→14d→30d adaptive
Backend & Databases,db-schema-design,Schema design basics,db-schema-design-core,Schema design basics,"Model entities, keys, and relationships without premature complexity.",CORE,WORKING_KNOWLEDGE,db-sql-joins,PRIMARY,PostgreSQL,PostgreSQL: Schema design basics,documentation,https://www.postgresql.org/docs/current/ddl.html,EXACT,ARTICLE_SECTION,,,10,ddl.html,ddl.html,10,MEDIUM,VERIFIED_COVERAGE,db-schema-design-schema-design-basics;db-schema-design-model-entities-keys-and-relationships-wi,ACTION_CHECKLIST,2,LOCAL_IDE,local,9,,1d→3d→7d→14d→30d adaptive
Backend & Databases,be-http,HTTP fundamentals,be-http-core,HTTP fundamentals,"Explain methods, status codes, headers, and idempotency.",CORE,WORKING_KNOWLEDGE,,PRIMARY,MDN,MDN: HTTP fundamentals,documentation,https://developer.mozilla.org/en-US/docs/Web/HTTP/Overview,EXACT,ARTICLE_SECTION,,,18,Overview,Overview,18,MEDIUM,VERIFIED_COVERAGE,be-http-http-fundamentals;be-http-methods-status-codes-headers-and-idempot,ACTION_CHECKLIST,2,LOCAL_IDE,local,9,,1d→3d→7d→14d→30d adaptive
Backend & Databases,be-rest,REST resources,be-rest-core,REST resources,Model collections/items with consistent URLs and verbs.,CORE,WORKING_KNOWLEDGE,be-http,PRIMARY,restfulapi.net,restfulapi.net: REST resources,documentation,https://restfulapi.net/rest-architectural-constraints/,EXACT,ARTICLE_SECTION,,,11,rest-architectural-constraints,rest-architectural-constraints,11,MEDIUM,VERIFIED_COVERAGE,be-rest-rest-resources;be-rest-model-collections-items-with-consistent,ACTION_CHECKLIST,2,LOCAL_IDE,local,9,,1d→3d→7d→14d→30d adaptive
Backend & Databases,be-json,JSON APIs,be-json-core,JSON APIs,Serialize request/response bodies and validate shapes.,CORE,WORKING_KNOWLEDGE,be-http,PRIMARY,json.org,json.org: JSON APIs,documentation,https://www.json.org/json-en.html,EXACT,ARTICLE_SECTION,,,10,JSON grammar and values,JSON grammar and values,10,MEDIUM,VERIFIED_COVERAGE,be-json-json-apis;be-json-serialize-request-response-bodies-and-va,ACTION_CHECKLIST,2,LOCAL_IDE,local,9,,1d→3d→7d→14d→30d adaptive
Backend & Databases,be-fastapi-intro,FastAPI intro,be-fastapi-intro-core,FastAPI intro,Build a tiny FastAPI app with typed routes.,CORE,WORKING_KNOWLEDGE,be-rest;be-json,PRIMARY,FastAPI,FastAPI: FastAPI intro,documentation,https://fastapi.tiangolo.com/tutorial/first-steps/,EXACT,ARTICLE_SECTION,,,18,first-steps,first-steps,18,MEDIUM,VERIFIED_COVERAGE,be-fastapi-intro-fastapi-intro;be-fastapi-intro-a-tiny-fastapi-app-with-typed-routes,ACTION_CHECKLIST,2,LOCAL_IDE,local,9,Classical ML Project,1d→3d→7d→14d→30d adaptive
Backend & Databases,be-auth-basics,Auth basics,be-auth-basics-core,Auth basics,Distinguish authentication vs authorization; hash passwords.,CORE,WORKING_KNOWLEDGE,be-fastapi-intro,PRIMARY,FastAPI,FastAPI: Auth basics,documentation,https://fastapi.tiangolo.com/tutorial/security/,EXACT,ARTICLE_SECTION,,,10,security,security,10,MEDIUM,VERIFIED_COVERAGE,be-auth-basics-auth-basics;be-auth-basics-distinguish-authentication-vs-authorizat,ACTION_CHECKLIST,2,LOCAL_IDE,local,9,,1d→3d→7d→14d→30d adaptive
Backend & Databases,be-errors,API error handling,be-errors-core,API error handling,Return structured errors without leaking internals.,CORE,WORKING_KNOWLEDGE,be-fastapi-intro,PRIMARY,FastAPI,FastAPI: API error handling,documentation,https://fastapi.tiangolo.com/tutorial/handling-errors/,EXACT,ARTICLE_SECTION,,,18,handling-errors,handling-errors,18,MEDIUM,VERIFIED_COVERAGE,be-errors-api-error-handling;be-errors-return-structured-errors-without-leaking,ACTION_CHECKLIST,2,LOCAL_IDE,local,9,,1d→3d→7d→14d→30d adaptive
Backend & Databases,be-persistence,API + SQL persistence,be-persistence-core,API + SQL persistence,Wire a FastAPI route to SQL CRUD.,CORE,WORKING_KNOWLEDGE,be-fastapi-intro;db-sql-select,PRIMARY,FastAPI,FastAPI: API + SQL persistence,documentation,https://fastapi.tiangolo.com/tutorial/sql-databases/,EXACT,ARTICLE_SECTION,,,75,sql-databases,sql-databases,75,MEDIUM,VERIFIED_COVERAGE,be-persistence-api-sql-persistence;be-persistence-wire-a-fastapi-route-to-sql-crud,ACTION_CHECKLIST,2,LOCAL_IDE,local,9,,1d→3d→7d→14d→30d adaptive
Mathematics for ML,math-vectors,Vectors intuition,math-vectors-core,Vectors intuition,Reason about vectors as lists of numbers with direction/magnitude.,CORE,WORKING_KNOWLEDGE,,PRIMARY,Khan Academy,Khan Academy: Vectors intuition,documentation,https://mathinsight.org/vector_introduction,EXACT,ARTICLE_SECTION,,,14,Introduction to vectors,Introduction to vectors,14,MEDIUM,VERIFIED_COVERAGE,math-vectors-vectors-intuition;math-vectors-reason-about-vectors-as-lists-of-numbers,ACTION_CHECKLIST,2,OFFICIAL_EXERCISE,https://www.khanacademy.org/,9,,1d→3d→7d→14d→30d adaptive
Mathematics for ML,math-matrices,Matrices intuition,math-matrices-core,Matrices intuition,Multiply small matrices and interpret as linear maps.,CORE,WORKING_KNOWLEDGE,math-vectors,PRIMARY,Khan Academy,Khan Academy: Matrices intuition,documentation,https://mathinsight.org/matrix_introduction,EXACT,ARTICLE_SECTION,,,10,Introduction to matrices,Introduction to matrices,10,MEDIUM,VERIFIED_COVERAGE,math-matrices-matrices-intuition;math-matrices-multiply-small-matrices-and-interpret-as,ACTION_CHECKLIST,2,OFFICIAL_EXERCISE,https://www.khanacademy.org/,9,,1d→3d→7d→14d→30d adaptive
Mathematics for ML,math-probability,Probability basics,math-probability-core,Probability basics,Use probability rules for independent events and simple conditionals.,CORE,WORKING_KNOWLEDGE,,PRIMARY,Khan Academy,Khan Academy: Probability basics,documentation,https://seeing-theory.brown.edu/basic-probability/index.html,EXACT,ARTICLE_SECTION,,,10,Basic probability,Basic probability,10,MEDIUM,VERIFIED_COVERAGE,math-probability-probability-basics;math-probability-probability-rules-for-independent-events,ACTION_CHECKLIST,2,OFFICIAL_EXERCISE,https://www.khanacademy.org/,9,,1d→3d→7d→14d→30d adaptive
Mathematics for ML,math-distributions,Distributions intuition,math-distributions-core,Distributions intuition,Describe Bernoulli/Normal distributions qualitatively.,CORE,WORKING_KNOWLEDGE,math-probability,PRIMARY,Seeing Theory,Seeing Theory: Distributions intuition,documentation,https://seeing-theory.brown.edu/probability-distributions/index.html,EXACT,ARTICLE_SECTION,,,12,index.html,index.html,12,MEDIUM,VERIFIED_COVERAGE,math-distributions-distributions-intuition;math-distributions-describe-bernoulli-normal-distributions,ACTION_CHECKLIST,2,OFFICIAL_EXERCISE,https://www.khanacademy.org/,9,,1d→3d→7d→14d→30d adaptive
Mathematics for ML,math-stats-summary,Summary statistics,math-stats-summary-core,Summary statistics,Compute mean/variance and interpret them.,CORE,WORKING_KNOWLEDGE,math-probability,PRIMARY,Khan Academy,Khan Academy: Summary statistics,documentation,https://openstax.org/books/introductory-statistics/pages/2-5-measures-of-the-center-of-the-data,EXACT,ARTICLE_SECTION,,,21,Measures of the center of the data,Measures of the center of the data,21,MEDIUM,VERIFIED_COVERAGE,math-stats-summary-summary-statistics;math-stats-summary-compute-mean-variance-and-interpret-them,ACTION_CHECKLIST,2,OFFICIAL_EXERCISE,https://www.khanacademy.org/,9,,1d→3d→7d→14d→30d adaptive
Mathematics for ML,math-gradient-intuition,Gradient intuition,math-gradient-intuition-core,Gradient intuition,Explain gradient as direction of steepest ascent for loss surfaces.,CORE,WORKING_KNOWLEDGE,math-vectors,PRIMARY,Khan Academy,Khan Academy: Gradient intuition,documentation,https://openstax.org/books/calculus-volume-3/pages/4-6-directional-derivatives-and-the-gradient,EXACT,ARTICLE_SECTION,,,75,Directional derivatives and the gradient,Directional derivatives and the gradient,75,MEDIUM,VERIFIED_COVERAGE,math-gradient-intuition-gradient-intuition;math-gradient-intuition-gradient-as-direction-of-steepest-ascent,ACTION_CHECKLIST,2,OFFICIAL_EXERCISE,https://www.khanacademy.org/,9,,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-what-is-ml,What is machine learning,ml-what-is-ml-core,What is machine learning,Distinguish supervised/unsupervised learning and typical tasks.,CORE,WORKING_KNOWLEDGE,math-probability,PRIMARY,scikit-learn,Getting Started — scikit-learn,documentation,https://scikit-learn.org/stable/getting_started.html,EXACT,ARTICLE_SECTION,,,14,Getting Started,Getting Started,14,MEDIUM,VERIFIED_COVERAGE,ml-what-is-ml-what-is-machine-learning;ml-what-is-ml-distinguish-supervised-unsupervised-lear,ACTION_CHECKLIST,2,LOCAL_IDE,local,9,,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-features-labels,Features & labels,ml-features-labels-core,Features & labels,Frame tabular problems with features X and label y.,CORE,WORKING_KNOWLEDGE,ml-what-is-ml,PRIMARY,scikit-learn,scikit-learn: Features & labels,documentation,https://scikit-learn.org/stable/getting_started.html,EXACT,ARTICLE_SECTION,,,14,Getting started — features and estimators,Getting started — features and estimators,14,MEDIUM,VERIFIED_COVERAGE,ml-features-labels-features-labels;ml-features-labels-frame-tabular-problems-with-features-x-a,ACTION_CHECKLIST,2,LOCAL_IDE,local,9,,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-train-test,Train/test split,ml-train-test-core,Train/test split,"Split data to estimate generalization, avoid leakage.",CORE,WORKING_KNOWLEDGE,ml-features-labels,PRIMARY,scikit-learn,scikit-learn: Train/test split,documentation,https://scikit-learn.org/stable/modules/cross_validation.html,EXACT,ARTICLE_SECTION,,,42,cross_validation.html,cross_validation.html,42,MEDIUM,VERIFIED_COVERAGE,ml-train-test-train-test-split;ml-train-test-split-data-to-estimate-generalization-av,ACTION_CHECKLIST,2,LOCAL_IDE,local,9,,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-linear-regression,Linear regression,ml-linear-regression-core,Linear regression,Fit and interpret a linear regressor.,CORE,WORKING_KNOWLEDGE,ml-train-test;math-vectors,PRIMARY,scikit-learn,scikit-learn: Linear regression,documentation,https://scikit-learn.org/stable/modules/linear_model.html,EXACT,ARTICLE_SECTION,,,60,linear_model.html,linear_model.html,60,MEDIUM,VERIFIED_COVERAGE,ml-linear-regression-linear-regression;ml-linear-regression-fit-and-interpret-a-linear-regressor,ACTION_CHECKLIST,2,LOCAL_IDE,local,9,,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-classification,Classification basics,ml-classification-core,Classification basics,Train a classifier and read a confusion matrix.,CORE,STRONG,ml-train-test,PRIMARY,scikit-learn,scikit-learn: Classification basics,documentation,https://scikit-learn.org/stable/modules/tree.html,EXACT,ARTICLE_SECTION,,,30,Decision Trees classification,Decision Trees classification,30,MEDIUM,VERIFIED_COVERAGE,ml-classification-classification-basics;ml-classification-train-a-classifier-and-read-a-confusion,ACTION_CHECKLIST,2,LOCAL_IDE,local,9,,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-metrics,ML metrics,ml-metrics-core,ML metrics,Choose accuracy/precision/recall/F1 appropriately.,CORE,STRONG,ml-classification,PRIMARY,scikit-learn,scikit-learn: ML metrics,documentation,https://scikit-learn.org/stable/modules/model_evaluation.html,EXACT,ARTICLE_SECTION,,,75,model_evaluation.html,model_evaluation.html,75,MEDIUM,VERIFIED_COVERAGE,ml-metrics-ml-metrics;ml-metrics-choose-accuracy-precision-recall-f1-appr,ACTION_CHECKLIST,2,LOCAL_IDE,local,9,,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-overfitting,Overfitting & regularization,ml-overfitting-core,Overfitting & regularization,Detect overfitting and apply simple regularization.,CORE,STRONG,ml-metrics,PRIMARY,scikit-learn,scikit-learn: Overfitting & regularization,documentation,https://scikit-learn.org/stable/modules/linear_model.html#ridge-regression,EXACT,ARTICLE_SECTION,,,60,ridge-regression,ridge-regression,60,MEDIUM,VERIFIED_COVERAGE,ml-overfitting-overfitting-regularization;ml-overfitting-detect-overfitting-and-apply-simple-regu,ACTION_CHECKLIST,2,LOCAL_IDE,local,9,,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-sklearn-pipeline,sklearn Pipeline,ml-sklearn-pipeline-core,sklearn Pipeline,Compose preprocessing + model in a Pipeline.,CORE,STRONG,ml-overfitting,PRIMARY,scikit-learn,scikit-learn: sklearn Pipeline,documentation,https://scikit-learn.org/stable/modules/compose.html,EXACT,ARTICLE_SECTION,,,24,compose.html,compose.html,24,MEDIUM,VERIFIED_COVERAGE,ml-sklearn-pipeline-sklearn-pipeline;ml-sklearn-pipeline-compose-preprocessing-model-in-a-pipelin,ACTION_CHECKLIST,2,LOCAL_IDE,local,9,Classical ML Project,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-types-of-ml,Types of machine learning,ml-types-of-ml-lesson,Types of machine learning,"Distinguish supervised, unsupervised, and reinforcement settings with one example each",CORE,AWARENESS,ml-what-is-ml,PRIMARY,Google Developers,Supervised learning (ML Crash Course),documentation,https://raw.githubusercontent.com/d2l-ai/d2l-en/master/chapter_introduction/index.md,EXACT,FULL_SINGLE_PAGE,,,18,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,18,MEDIUM,VERIFIED_COVERAGE,supervised-vs-unsupervised;reinforcement-awareness;task-examples,RECALL,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-validation-split,Validation split,ml-validation-split-lesson,Validation split,Explain why train/test alone leaks decisions; carve out a validation set,CORE,MECHANICS,ml-train-test,PRIMARY,scikit-learn,Cross-validation: evaluating estimator performance,documentation,https://scikit-learn.org/stable/modules/cross_validation.html,EXACT,FULL_SINGLE_PAGE,,,15,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,15,MEDIUM,VERIFIED_COVERAGE,why-validation;split-ratios;leakage-warning,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-loss-intuition,Cost & loss intuition,ml-loss-intuition-lesson,Cost & loss intuition,Interpret a loss surface; explain why squared error punishes large misses,CORE,INTUITION,ml-linear-regression,PRIMARY,scikit-learn,Linear model — OLS cost,documentation,https://scikit-learn.org/stable/modules/linear_model.html#ordinary-least-squares,EXACT,FULL_SINGLE_PAGE,,,20,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,20,MEDIUM,VERIFIED_COVERAGE,loss-measures-error;squared-error;minimize-loss-goal,EXPLAIN,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-gradient-descent-intuition,Gradient descent intuition,ml-gradient-descent-intuition-lesson,Gradient descent intuition,Descend a loss surface step by step; relate step size to learning rate,CORE,INTUITION,ml-loss-intuition;math-gradient-intuition;math-derivatives,PRIMARY,Vizuara,ML Teach by Doing Day 6: Linear Classifiers Part 1,youtube,https://www.youtube.com/watch?v=rcXcGS1M77g,EXACT,VIDEO_TIMESTAMP,00:00,26:14,26,00:00,26:14,26,HIGH,VERIFIED_COVERAGE,descent-analogy;learning-rate-role;gradient-direction,EXPLAIN,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-logistic-regression,Logistic regression,ml-logistic-regression-lesson,Logistic regression,Map outputs through a sigmoid to probabilities; pick thresholds deliberately,CORE,MECHANICS,ml-classification,PRIMARY,scikit-learn,Logistic regression,documentation,https://scikit-learn.org/stable/modules/linear_model.html#logistic-regression,EXACT,FULL_SINGLE_PAGE,,,30,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,30,MEDIUM,VERIFIED_COVERAGE,sigmoid-mapping;decision-threshold;log-loss-fit,TRACE,1,SELF_CHECK,,6,,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-decision-trees,Decision trees,ml-decision-trees-lesson,Decision trees,Trace splits by information gain/Gini; state why trees overfit deeply grown leaves,CORE,MECHANICS,ml-classification,PRIMARY,scikit-learn,Decision Trees user guide,documentation,https://scikit-learn.org/stable/modules/tree.html,EXACT,FULL_SINGLE_PAGE,,,30,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,30,MEDIUM,VERIFIED_COVERAGE,recursive-splits;gini-entropy;tree-overfits-deep,TRACE,1,SELF_CHECK,,6,,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-random-forests,Random forests,ml-random-forests-lesson,Random forests,Bootstrap + feature bagging → variance reduction; explain OOB estimates,CORE,MECHANICS,ml-decision-trees,PRIMARY,scikit-learn,Forests of randomized trees,documentation,https://scikit-learn.org/stable/modules/ensemble.html#forests-of-randomized-trees,EXACT,FULL_SINGLE_PAGE,,,25,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,25,MEDIUM,VERIFIED_COVERAGE,bootstrap-aggregation;feature-bagging;oob-estimate,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-knn,K-nearest neighbors,ml-knn-lesson,K-nearest neighbors,"Classify by vote of neighbors; discuss k, distance choice, and scaling sensitivity",CORE,MECHANICS,ml-classification,PRIMARY,scikit-learn,Nearest Neighbors user guide,documentation,https://scikit-learn.org/stable/modules/neighbors.html,EXACT,FULL_SINGLE_PAGE,,,20,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,20,MEDIUM,VERIFIED_COVERAGE,distance-vote;k-choice;scaling-sensitivity,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-naive-bayes,Naive Bayes,ml-naive-bayes-lesson,Naive Bayes,Apply Bayes' theorem with conditional independence; classic text baseline,CORE,MECHANICS,ml-classification;math-bayes-theorem,PRIMARY,scikit-learn,Naive Bayes user guide,documentation,https://scikit-learn.org/stable/modules/naive_bayes.html,EXACT,FULL_SINGLE_PAGE,,,25,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,25,MEDIUM,VERIFIED_COVERAGE,bayes-classifier;conditional-independence;text-spam-use,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-svm,Support vector machines,ml-svm-lesson,Support vector machines,Maximum-margin intuition; kernels lift features to separate non-linear data,CORE,MECHANICS,ml-classification,PRIMARY,scikit-learn,Support Vector Machines user guide,documentation,https://scikit-learn.org/stable/modules/svm.html,EXACT,FULL_SINGLE_PAGE,,,25,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,25,MEDIUM,VERIFIED_COVERAGE,max-margin;support-vectors;kernel-trick,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-confusion-matrix,Confusion matrix deep dive,ml-confusion-matrix-lesson,Confusion matrix deep dive,Derive precision/recall/F1 from TP/FP/FN/TN; choose metrics for imbalanced data,CORE,MECHANICS,ml-metrics,PRIMARY,scikit-learn,Confusion matrix,documentation,https://scikit-learn.org/stable/modules/model_evaluation.html#confusion-matrix,EXACT,FULL_SINGLE_PAGE,,,20,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,20,MEDIUM,VERIFIED_COVERAGE,tp-fp-fn-tn;precision-recall-f1;imbalance-choice,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-bias-variance,Bias–variance tradeoff,ml-bias-variance-lesson,Bias–variance tradeoff,Diagnose underfit vs overfit from train/val gaps; pick remedies accordingly,CORE,INTUITION,ml-overfitting,PRIMARY,scikit-learn,Underfitting vs overfitting,documentation,https://scikit-learn.org/stable/modules/model_evaluation.html#underfitting-vs-overfitting,EXACT,FULL_SINGLE_PAGE,,,20,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,20,MEDIUM,VERIFIED_COVERAGE,bias-underfit;variance-overfit;tradeoff-diagnosis,EXPLAIN,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-cross-validation,Cross-validation,ml-cross-validation-lesson,Cross-validation,K-fold rotation gives robust estimates on small data; stratify classification folds,CORE,MECHANICS,ml-validation-split,PRIMARY,scikit-learn,Cross-validation guide,documentation,https://scikit-learn.org/stable/modules/cross_validation.html,EXACT,FULL_SINGLE_PAGE,,,20,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,20,MEDIUM,VERIFIED_COVERAGE,kfold-rotation;robust-small-data;stratification,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-feature-scaling,Feature scaling,ml-feature-scaling-lesson,Feature scaling,Standardize/normalize so distance-based methods and gradient descent behave,CORE,MECHANICS,ds-feature-eng,PRIMARY,scikit-learn,Standardization & scaling,documentation,https://scikit-learn.org/stable/modules/preprocessing.html#standardization-or-mean-removal-and-variance-scaling,EXACT,FULL_SINGLE_PAGE,,,15,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,15,MEDIUM,VERIFIED_COVERAGE,standardize-mean-std;minmax-range;distance-methods-need-it,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-encoding-categorical,Encoding categorical data,ml-encoding-categorical-lesson,Encoding categorical data,One-hot vs ordinal vs target encoding; leakage dangers in target statistics,CORE,MECHANICS,ds-feature-eng,PRIMARY,scikit-learn,Encoding categorical features,documentation,https://scikit-learn.org/stable/modules/preprocessing.html#encoding-categorical-features,EXACT,FULL_SINGLE_PAGE,,,20,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,20,MEDIUM,VERIFIED_COVERAGE,one-hot;ordinal-label;target-leakage,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-ensemble-learning,Ensemble learning,ml-ensemble-learning-lesson,Ensemble learning,"Bagging cuts variance, boosting cuts bias, stacking blends strengths",CORE,INTUITION,ml-random-forests,PRIMARY,scikit-learn,Ensembles user guide overview,documentation,https://scikit-learn.org/stable/modules/ensemble.html,EXACT,FULL_SINGLE_PAGE,,,20,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,20,MEDIUM,VERIFIED_COVERAGE,bagging-vs-boosting;stacking-blend;diversity-source,EXPLAIN,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-end-to-end-workflow,End-to-end ML workflow,ml-end-to-end-workflow-lesson,End-to-end ML workflow,Frame problem → data → features → model → validate → iterate: the full loop once,CORE,APPLICATION,ml-sklearn-pipeline;ml-cross-validation,PRIMARY,Google Developers,ML workflow checklist,documentation,https://developers.google.com/machine-learning/crash-course/production-ml-systems,EXACT,FULL_SINGLE_PAGE,,,35,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,35,MEDIUM,VERIFIED_COVERAGE,frame-problem;production-monitoring-awareness,SOLVE,1,NOTEBOOK,,7,,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-ridge-lasso,Ridge & Lasso regularization,ml-ridge-lasso-lesson,Ridge & Lasso regularization,Constrain linear weights with L2/L1 penalties; pick via validation,CORE,MECHANICS,ml-linear-regression,PRIMARY,scikit-learn,Linear Models — Ridge/Lasso,documentation,https://scikit-learn.org/stable/modules/linear_model.html,EXACT,ARTICLE_SECTION,,,30,above; content inspection pending,above; content inspection pending,30,MEDIUM,VERIFIED_COVERAGE,ridge-l2;lasso-l1,TRACE,1,SELF_CHECK,,6,,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-roc-auc,ROC curves & AUC,ml-roc-auc-lesson,ROC curves & AUC,Read TPR/FPR across thresholds; compare models with AUC and PR curves,CORE,MECHANICS,ml-confusion-matrix,PRIMARY,scikit-learn,Model Evaluation — ROC/AUC,documentation,https://scikit-learn.org/stable/modules/model_evaluation.html,EXACT,ARTICLE_SECTION,,,25,above; content inspection pending,above; content inspection pending,25,MEDIUM,VERIFIED_COVERAGE,roc-curve;auc-score,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-regression-metrics,Regression metrics,ml-regression-metrics-lesson,Regression metrics,Interpret MAE vs MSE vs RMSE vs R² and when each misleads,CORE,MECHANICS,ml-loss-intuition,PRIMARY,scikit-learn,Model Evaluation — Regression metrics,documentation,https://scikit-learn.org/stable/modules/model_evaluation.html,EXACT,ARTICLE_SECTION,,,20,above; content inspection pending,above; content inspection pending,20,MEDIUM,VERIFIED_COVERAGE,mae-mse-rmse;r2-score,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-grid-search,Hyperparameter search,ml-grid-search-lesson,Hyperparameter search,Grid vs randomized search with cross-validation and validation curves,CORE,MECHANICS,ml-cross-validation,PRIMARY,scikit-learn,Grid Search & Randomized Search,documentation,https://scikit-learn.org/stable/modules/grid_search.html,EXACT,ARTICLE_SECTION,,,25,above; content inspection pending,above; content inspection pending,25,MEDIUM,VERIFIED_COVERAGE,grid-search;randomized-search,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-kmeans,K-means clustering,ml-kmeans-lesson,K-means clustering,Iterative centroid assignment; elbow/silhouette choice of k,CORE,MECHANICS,ml-feature-scaling,PRIMARY,scikit-learn,Clustering — K-means,documentation,https://scikit-learn.org/stable/modules/clustering.html,EXACT,ARTICLE_SECTION,,,25,above; content inspection pending,above; content inspection pending,25,MEDIUM,VERIFIED_COVERAGE,centroid-iteration;inertia-elbow,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-hierarchical-dbscan,Hierarchical clustering & DBSCAN,ml-hierarchical-dbscan-lesson,Hierarchical clustering & DBSCAN,Dendrograms vs density reachability; noise handling without fixed k,CORE,MECHANICS,ml-kmeans,PRIMARY,scikit-learn,Clustering — Hierarchical & DBSCAN,documentation,https://scikit-learn.org/stable/modules/clustering.html,EXACT,ARTICLE_SECTION,,,25,above; content inspection pending,above; content inspection pending,25,MEDIUM,VERIFIED_COVERAGE,agglomerative-linkage;dbscan-density;silhouette,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Machine Learning,ml-pca,Principal component analysis,ml-pca-lesson,Principal component analysis,Project onto top-variance directions; explained variance & whitening,CORE,MECHANICS,ml-feature-scaling;math-matrices,PRIMARY,scikit-learn,Decompositions — PCA,documentation,https://scikit-learn.org/stable/modules/decomposition.html,EXACT,ARTICLE_SECTION,,,30,above; content inspection pending,above; content inspection pending,30,MEDIUM,VERIFIED_COVERAGE,variance-directions;projection-reconstruction,TRACE,1,SELF_CHECK,,6,,1d→3d→7d→14d→30d adaptive
